,x,y,width,height,reward
0,-346.7658318423329,-28.65129442234204,86,78,2
1,-384.8928248146265,-24.77789125730719,62,112,10
2,-255.23288962769487,-88.49019914568659,135,107,5
3,-293.8648563798747,-34.950900601997155,108,83,8
4,-312.04145916282795,-1.504550178842159,128,104,5
5,-352.2098581423604,-36.331291077320586,133,126,6
6,-326.64504016453327,-141.84996573008635,150,128,7
7,-401.58131529461605,-84.21939963725276,142,121,9
8,-375.585186700678,93.97122003225903,52,86,5
9,-372.98799276880214,-64.30207925749856,90,77,3
10,-402.6642280459277,56.49939831783817,141,102,7
11,-283.4893078110069,-25.854878829450115,85,54,4
12,-391.5727821459574,-12.804036966379385,90,128,9
13,-338.7134516746109,-87.0907851985777,95,100,10
14,-439.7659751829176,-66.30862633089731,108,51,6
15,-447.12703907961975,-79.24722149738571,144,71,10
16,-342.2310293734474,-39.45415898306097,93,59,10
17,-491.61121788935134,-37.65195684777469,58,115,3
18,-269.41598404490117,-47.37415690428042,91,103,3
19,-334.92434625246614,-23.93835493635435,119,108,3
20,-411.90431504857486,-3.6048083187246647,68,148,6
21,-322.4159453200413,-45.52207477809485,143,76,1
22,-366.93145703501796,-101.87256462812728,91,117,3
23,-342.0693155310925,42.60491182162954,50,73,4
24,-334.0910759169149,56.74958424931289,93,115,1
25,-341.23623431247165,57.240659667928526,134,133,4
26,-324.0432189231999,-127.74596318917332,114,135,8
27,-359.6121982933282,-101.18267720757177,116,77,9
28,-515.4662867240454,-6.444009998234932,103,58,3
29,-436.5568405944373,-135.37398510425066,99,72,10
30,-269.2207304327032,-101.38653592320017,92,99,9
31,251.95689209598646,92.4048476491901,149,91,2
32,240.6191566530252,84.15533397951968,142,106,8
33,147.89283578336943,57.73379760787026,115,67,5
34,303.81016278597764,173.36614887482773,142,134,8
35,189.33559916618256,106.04325338764701,114,116,1
36,23.0370917777349,92.87129361311858,60,93,5
37,84.34276821223362,126.00063063719315,103,65,8
38,201.62780616167157,47.36105204304806,94,101,10
39,-12.305993674623437,22.4864245046411,51,82,2
40,56.60094242316771,53.23084281336561,100,90,8
41,148.34735788562136,0.3159959053173367,110,132,2
42,140.81468721469378,38.03350897385236,61,90,2
43,163.63058884914727,58.97569714851097,109,83,1
44,154.6744049674857,214.59975237782882,145,117,6
45,128.30798868063667,-16.220735218538934,89,58,7
46,80.57828662778834,57.404998941196645,125,93,10
47,208.40629086496403,110.10219220674675,135,67,2
48,95.33603577043434,45.00071183884518,143,114,7
49,204.33689780495015,36.59923364455182,122,94,5
50,164.14659388006672,171.08328797016938,59,119,7
51,135.86605061035448,86.85019340518839,122,62,7
52,57.25712656174326,-5.646105574490363,50,99,9
53,12.519518970143011,107.70908105301088,86,123,9
54,236.3580575374635,132.7073178232992,145,50,8
55,174.62039526626342,-46.67202658818937,145,50,1
56,143.6055741133991,47.956459920156966,110,136,7
57,91.77239265813456,66.75413972205192,57,54,2
58,7.066053077807297,-5.721521987485417,64,102,7
59,200.61336969838126,198.79583215358184,52,104,7
60,60.46146373863118,160.45025033449122,148,56,6
61,128.93918366902514,198.2919961424451,93,78,5
62,321.6162893059094,2.5073179059756363,104,95,5
63,319.62792369397255,-31.48041216055258,104,117,5
64,247.87823594480116,51.48061081281878,80,115,8
65,205.36473605163496,-33.660243465181345,116,145,1
66,338.76851271537737,-14.480023413734628,119,60,4
67,206.97459617234193,-225.84664538268282,129,109,7
68,350.24915030603125,84.9682790242783,74,123,2
69,329.7497312825514,7.704982910943311,55,103,7
70,388.24835343441396,91.68590315657485,146,107,1
71,378.21322985927804,23.00412270678619,140,128,5
72,213.29112959205884,-115.93709861779074,90,69,2
73,315.4809456229573,-68.88843995262648,146,87,5
74,321.89108097846383,4.917029744542191,120,57,4
75,235.2718113739897,-87.22616364020573,126,69,10
76,417.58156279705474,91.67486142106087,124,113,6
77,284.9601293859727,23.472798035014584,97,101,10
78,401.8005704975916,86.00134113452714,104,114,4
79,355.554631435228,45.02970059129892,148,134,1
80,326.4985775683372,107.08773407291278,106,122,9
81,269.0868724143868,77.87241844733364,56,68,5
82,363.7497428419733,22.657143028205283,88,127,7
83,202.397416518446,-3.7001674883041105,141,84,8
84,210.51535190650077,-133.0991791568924,59,53,8
85,330.9654988530034,-175.2201238075065,150,109,2
86,282.83783999376215,35.14982638089749,120,108,1
87,298.9235972093665,-50.538167008849086,81,110,8
88,389.8576075777937,-140.75534283074649,83,139,2
89,361.0792712779373,59.273815699953445,110,79,10
90,270.5969765677936,75.92512764920633,60,123,3
91,277.1557709139148,-80.37142254366941,136,87,5
92,286.0171438775385,-8.613330662800175,101,97,8
93,41.8432916501761,50.475758084593366,114,106,4
94,27.715650664925025,18.712900813550426,65,92,10
95,40.14877591170162,13.086743589399568,63,122,8
96,54.423111323544305,50.003606039409746,66,74,10
97,16.869054929909804,61.86005339195194,111,112,2
98,17.9150205432021,23.145368983124754,131,122,7
99,69.8545730774438,58.06827883823682,94,75,5
