,x,y,width,height,reward
0,-544.2120333278904,-8.291728630430754,143,58,4
1,-348.2854281011053,75.89009373403766,139,84,5
2,-550.887963001952,37.6001838633636,142,86,3
3,-453.53472604616314,-5.008887136535677,72,84,8
4,-492.01086296632286,-32.28764692353234,147,146,9
5,-522.270950962841,-33.277438980977486,118,140,2
6,-448.4065425404791,-119.86172360560549,82,99,10
7,-406.67106389295066,-67.32461604642829,138,56,8
8,-424.198154497881,145.6855253713941,92,106,6
9,-496.8976742549061,-55.90580872997534,142,91,6
10,-415.44681364016844,-55.98445752597727,118,59,4
11,-505.238338669695,-164.12317466514173,139,113,3
12,-454.38626574596896,6.470547649062567,136,80,4
13,-415.11073757188507,-23.908540785671974,112,100,2
14,-425.32050967536424,-82.27079968077767,102,87,10
15,-321.11917780179374,-44.74408726447584,51,123,2
16,-390.15803663778456,-66.0371928970341,149,137,2
17,-400.73418772272373,-50.53657818649589,100,54,8
18,-426.31956367140003,-56.58367857040405,51,147,5
19,-266.88608783547875,-120.72675493157746,56,105,4
20,-448.64149800757866,-27.22096925107744,95,113,9
21,-509.40523562171495,8.944764990924526,117,136,10
22,-417.31088025258623,-12.509901680278027,81,72,7
23,-434.3035888363494,-97.16369563333251,131,91,10
24,-373.8337374539499,-80.65760736708312,110,122,9
25,-537.5977428302599,-64.85879545486002,141,130,10
26,-342.1646300018639,-33.81414249256213,53,98,10
27,-471.37274390014886,-108.80381609715573,145,102,8
28,-444.04435105280766,-125.13021937527341,118,84,3
29,-431.83843738695094,-67.98096414783717,118,64,1
30,-519.5463591508773,-137.07011973916434,70,81,9
31,64.1562190291277,56.301742796930235,126,85,5
32,71.31974887152472,115.78830156619651,88,149,9
33,67.20345033044747,60.778617427249294,95,74,2
34,138.67598762490567,143.9257820028394,136,81,2
35,144.02601802072857,110.09550441384746,126,56,9
36,132.7617276260275,11.249330083301373,147,74,1
37,90.27437064431174,9.839496366429259,150,117,9
38,-19.77661159593717,138.36027154699747,116,127,3
39,135.85741544480635,169.89952789292974,145,144,8
40,6.302283742664059,134.89787718460394,82,70,3
41,49.305006268021984,-6.521508655125146,60,138,10
42,186.98924734482887,218.62802042440725,96,149,7
43,-1.7321207221254582,172.69093802021385,133,127,1
44,73.36170726743336,92.25797327717589,117,96,6
45,57.05730333490528,20.835322730890866,128,135,6
46,45.758339943015145,96.48274923282835,129,147,8
47,79.01916834338837,113.04247016230431,149,88,3
48,262.9695298784336,176.61480724607273,140,108,8
49,115.90281734176142,171.0889499393013,122,141,7
50,15.696272423604988,-133.1483536698323,85,125,8
51,101.53313089183965,75.61107836971807,77,71,4
52,190.24457286444738,137.15622037643416,127,140,10
53,89.61911537430218,86.14810328849487,110,75,6
54,54.16497907898318,214.46373829044705,108,109,2
55,44.08948922967102,113.65256604596988,126,107,5
56,87.60375460639965,107.53850808669151,131,104,7
57,96.2262090694272,88.97631923934242,111,96,3
58,55.65163191103183,-7.680612732381491,107,106,2
59,22.972850623985167,166.51196943327952,74,94,5
60,90.01913053974698,66.17420988073962,77,66,7
61,35.56142310186196,117.73584671317414,122,85,1
62,322.60215099424374,-98.91959872472776,91,85,1
63,523.7511785121723,74.81817242179915,81,99,2
64,253.43091983675708,-62.69939787065067,74,73,2
65,524.8519125181062,-13.09442179491505,65,65,8
66,397.72884868367333,-63.322404313265515,56,147,10
67,464.3782592210095,-0.8491492713234408,52,108,4
68,377.67476449146506,-29.93545625884648,84,98,8
69,487.16042499288795,-134.21969002829917,51,107,6
70,574.2619848026992,-5.680092054330437,127,149,9
71,339.4026734002815,-113.24447427441565,147,131,10
72,370.4754610814355,-9.82816125698971,114,114,8
73,412.0640050890865,-88.15062075599067,54,87,8
74,536.2970986704397,-57.72415752365241,79,89,3
75,480.17501833663886,-51.582445852179,86,64,2
76,328.18951138382477,-68.59603233634142,118,81,7
77,459.94787812724144,-40.66314211565491,138,106,4
78,404.8333450770504,-185.42245678213902,60,96,7
79,446.47139912234485,10.884669803165337,118,128,10
80,451.18536662121926,-175.1669229216833,102,66,7
81,551.0756926696993,-35.39598637696868,94,74,8
82,444.59142987274794,9.796292150629398,103,147,8
83,429.9151654505931,-4.81978267096013,55,147,9
84,475.7231425868819,-78.16755989149704,74,85,6
85,410.391014862752,-4.971867768750052,98,116,2
86,405.7219025425053,-109.57998077742684,54,98,1
87,614.0597700809576,43.30407824619829,106,114,10
88,461.4590310784574,-87.54139122982166,82,51,8
89,392.2923891023615,-103.65676178169329,136,106,3
90,476.9182264288791,-72.22826400774588,83,78,2
91,471.51869571692646,-46.75535327937726,125,122,7
92,479.369157362211,11.782582310684603,124,123,10
93,28.355976744199896,53.73747898719048,55,99,3
94,62.9500031276951,11.312899416361583,62,69,7
95,13.029494090587717,20.59750203899588,134,56,3
96,57.36670984365085,61.77933652285789,97,108,2
97,53.34326757918705,22.020315980693425,63,138,4
98,65.70704334065805,61.69575378005928,86,139,5
99,58.18365694961277,39.021948029065,129,60,3
