,x,y,width,height,reward
0,-366.90755448136593,-62.879947203381,54,54,6
1,-284.9750822178851,-142.32996797253787,142,131,9
2,-335.15564789224726,-214.22173780483183,52,76,1
3,-387.6833832176192,17.186404871564633,95,121,4
4,-294.7846620721496,-74.87874639597936,148,92,8
5,-278.5893661945255,-151.08017743582224,124,69,3
6,-296.33555335848945,-17.853271452678158,128,72,7
7,-440.5860598596113,-134.63146632956682,139,66,5
8,-284.3410654165883,-171.3455827078293,129,92,5
9,-424.37161109545355,-106.40785924062301,92,84,3
10,-442.102728031414,-80.99300239828698,111,95,3
11,-415.41932537777546,-89.02401424791289,88,129,6
12,-340.2208575015515,-117.45416469282279,59,58,1
13,-316.89240262376734,-40.473946527571904,136,105,3
14,-451.40958785769885,-71.37945969146088,129,106,7
15,-439.6599621228774,-151.6999226821983,80,134,6
16,-406.2949054611543,-159.50114756401814,54,88,8
17,-398.5145392127562,-116.28318473416037,50,68,6
18,-314.77820315363135,-65.89680022553024,100,64,10
19,-341.29139965710533,-167.09357352884558,76,60,9
20,-387.3389060375497,-76.83404508350337,126,74,2
21,-313.62003403330345,-8.24067216984632,120,146,1
22,-325.4992961808208,-168.2738249345756,105,132,9
23,-350.95975050575714,-160.88233123067354,111,109,8
24,-480.37800467996476,-51.701951398974984,142,150,10
25,-317.4862177896309,-63.76722897884857,148,150,7
26,-255.9605833796033,-31.726390084885615,129,145,10
27,-367.4436251275487,-3.871528115484139,74,64,10
28,-385.2341215925302,-81.71159108737982,88,68,2
29,-413.74645584291085,-163.01087029147948,110,147,10
30,-364.29988121736454,-120.28187780818027,134,95,2
31,96.96176433091432,100.91310693453514,61,51,3
32,39.77023063834867,-151.3853089624707,129,70,6
33,43.211187160376085,140.36484203696097,118,150,8
34,10.22113903099536,85.56457177661571,62,105,5
35,143.0586231583571,60.78144055064685,75,113,6
36,156.85900514952377,47.01135408591958,130,99,6
37,157.3895230678582,112.30631200736863,138,81,4
38,52.45174073352917,-39.93104810973021,140,130,4
39,25.56079969517547,39.223255585865296,113,116,1
40,60.596866052936925,128.15199510673025,116,110,5
41,90.49278353956491,24.08273697199263,150,111,3
42,187.0573674481624,98.96053771831137,65,60,1
43,37.0474745725013,136.74775359751118,137,98,5
44,93.16077346007054,17.575269584865303,62,97,6
45,145.7928720137954,143.53400366502834,97,119,10
46,205.69867603670576,67.39479961858785,107,146,8
47,38.42657195925019,102.12613205961134,147,83,7
48,9.386039282830794,44.29582248654529,73,124,8
49,1.3243258020545312,43.83351750517727,96,129,4
50,5.367668211569082,117.62608054018693,138,124,8
51,76.69606633577264,126.82585555888568,143,140,3
52,93.71056946173903,-64.09040111670853,92,136,4
53,124.92223410928841,93.50206967709025,132,84,9
54,145.58017221822567,87.45679034617885,148,120,3
55,65.07781052378176,188.51643312425642,59,117,7
56,122.7815498630209,104.12543250831219,109,61,5
57,159.31128677221932,93.29593004743812,88,74,5
58,37.07662390640937,31.600078592027636,88,110,4
59,117.69376863534194,136.89392877852842,61,81,5
60,9.460816799963581,75.12226437831372,148,139,10
61,59.11160859255341,94.8352265658651,133,142,1
62,217.90749687890266,-75.04247123121682,113,126,4
63,258.44098942440996,140.09854658638722,118,87,5
64,351.887587922386,-19.416999612441764,52,132,7
65,235.05017305296056,-76.2185709636228,59,133,6
66,118.73257671827079,-164.07809205913514,117,74,6
67,228.5534787888036,-90.6432667648801,72,59,5
68,343.3985012575996,-55.70144406653403,122,54,8
69,283.830784923958,-134.2600400679226,104,89,2
70,214.03492508939374,-96.72178770497791,134,144,3
71,255.72868717653287,-147.5362449204239,137,50,9
72,260.41755897430556,-154.7937261640161,106,145,9
73,348.11006585244036,-166.76042268281492,135,102,6
74,251.1177616168046,-10.163717083332273,60,64,5
75,285.66658035789305,-86.66701238049183,74,76,5
76,281.2143843602742,27.64474861987152,57,82,10
77,269.35340559715036,-87.28887613980393,84,79,6
78,239.14134668249844,-83.30244380596702,132,123,5
79,328.7478870290637,-87.02370726413437,88,119,4
80,369.3711636445612,-64.83015647402021,126,147,5
81,453.54725743063307,-38.58066295189066,143,110,9
82,235.5309614379645,-72.11349233605601,129,58,3
83,329.69643456021015,-57.07550134352514,106,93,2
84,230.105238772269,-147.0640829899474,92,109,1
85,176.6124601382861,23.049834110929282,147,70,2
86,304.52377630317045,-51.668626641226005,55,141,6
87,226.0732325701037,-119.01478351863848,70,62,9
88,442.38912675714283,-104.1182636398726,97,115,7
89,290.04191574581665,-113.70539447729058,105,73,6
90,157.249045543063,-58.334836439714394,128,142,6
91,264.33534966339624,-32.158472795714125,73,123,1
92,288.6232619997932,-46.14932272340114,77,109,8
93,31.925340025944138,69.88742382794854,91,110,8
94,20.203336750089633,28.76281576051603,65,107,4
95,52.67246580794699,68.98284656178329,105,127,3
96,62.41032026947898,49.80802616102209,72,128,4
97,57.24703773594457,46.55647290526549,134,68,7
98,52.07570164843945,17.682581885522566,52,142,2
99,64.40266047785204,17.54340567054777,66,126,8
