,x,y,width,height,reward
0,-188.56040693878668,33.574320526412166,83,142,4
1,-195.2317606845786,-59.15150658128811,96,104,6
2,-269.75103212755226,21.70340505111284,66,69,8
3,-345.27015978546996,-27.0495780612804,134,110,10
4,-251.84129571135745,-41.127080123182836,99,108,5
5,-399.8827757885099,-151.24402435639868,118,111,8
6,-344.6007244732135,104.19210679559589,131,124,6
7,-375.86528354310224,-129.52592792085153,127,120,3
8,-386.7946494550397,-97.7812213661449,140,50,4
9,-392.46059697938244,-124.64254638575181,90,91,7
10,-322.37929723767064,-85.73913892223521,71,80,10
11,-273.1245536305345,48.56584266975756,110,148,2
12,-258.4976418861813,-68.2911052538832,86,110,2
13,-373.2474914436547,71.14569240925509,71,59,7
14,-258.19077461897353,-104.62896842940094,105,133,10
15,-273.9736785180388,25.692215154827736,50,78,7
16,-291.3806773349254,-19.30645786823225,89,125,1
17,-274.1790395244162,-108.438952722435,91,122,7
18,-191.63879462515996,-6.373584286851113,122,88,10
19,-231.0824140457315,-43.04983487852445,134,62,8
20,-295.1742147511748,-62.325160742221385,128,89,1
21,-246.9624608796585,2.6713810452053366,148,73,6
22,-241.9464697497176,21.00243150441524,119,123,10
23,-346.6518440440125,7.959311077409389,120,121,8
24,-316.1757899474623,20.141443904249925,71,146,6
25,-235.11731537690636,2.6255770602738764,142,92,2
26,-313.16594707503634,-57.22767569779556,78,71,5
27,-362.7533677030552,-29.81849165273212,85,56,5
28,-291.37082296881493,55.63333754064169,71,136,10
29,-241.64298074178004,-24.39906319329996,121,130,3
30,-281.0142739185166,28.290435571180794,96,132,4
31,131.04468838601514,88.67378833882103,117,117,7
32,22.60052056151926,14.32567359217542,65,148,4
33,248.95065071985653,38.02207765556243,50,73,10
34,33.80539173496557,80.55369269798881,121,61,7
35,153.96600381308082,82.60290332581768,141,124,10
36,32.59115175602007,16.8941405498434,128,108,7
37,-16.66437342561619,85.04436347909002,97,120,1
38,240.38695021106957,220.94648700531818,124,112,1
39,36.65166524269489,98.38408681184316,80,84,8
40,135.76714606825027,72.19801974921553,93,131,8
41,133.86862664499202,45.339279429422206,138,146,5
42,108.57796902160649,-24.138789232010282,147,102,9
43,-5.530438188801071,-65.73851678166506,63,117,4
44,61.3622126983643,92.79251204948544,136,147,10
45,148.15465822062689,-48.25214854622669,144,101,1
46,188.67718527398142,100.91307421154914,81,107,9
47,190.437828643062,109.34888123149993,150,60,6
48,83.11058124009875,174.91091247842073,60,82,2
49,50.56469200653927,76.20304435391138,133,60,3
50,197.79029812467957,235.6579101937037,114,141,4
51,-43.72354062412737,66.83759901788997,63,111,9
52,88.92939796283119,57.18286011959559,109,89,8
53,13.429277803196527,48.0755566115472,78,99,10
54,131.60105444795363,-0.04163637629928019,114,104,5
55,96.32380473220654,57.95218631478101,141,66,2
56,78.00052855083864,246.47691198398462,141,54,9
57,10.255271168595002,-20.685997395284247,119,135,7
58,89.37222845418168,56.42673565652579,131,118,3
59,126.31031515627569,24.003732919712697,147,81,6
60,149.97756893849657,39.539059997668396,119,118,1
61,14.168107806783183,211.8125138486689,96,142,6
62,335.007242655228,-194.12093562700065,96,55,6
63,249.05910608176544,-113.41099244390949,83,91,9
64,276.7053388796742,53.09263415035093,96,143,3
65,220.92585996939476,40.21208510552054,141,69,2
66,330.1309547247508,-26.436987004095386,103,50,1
67,313.60218156466664,-57.66415117142688,73,63,2
68,344.4488201783031,-96.76837352723803,82,108,10
69,207.07335524140672,-65.53129124595642,145,115,10
70,321.4500589204422,-98.66405011948096,122,102,10
71,185.158452889052,-113.45163412852014,130,55,2
72,348.4679887730131,-13.279277427444526,84,96,10
73,161.21548590794387,-58.05388982596614,74,111,10
74,340.6451894269038,-125.28985027292717,97,115,5
75,278.2776837888828,-110.87672978339941,92,134,8
76,222.5384771246073,-88.64106573621336,126,79,4
77,271.4794230432156,-31.25895198672545,144,63,2
78,252.9566839971884,-142.35360473876722,72,145,9
79,223.53099773558876,-68.80510326784506,90,53,9
80,328.00171364820324,-16.617219220887392,142,84,9
81,326.442019769691,-42.617310719138224,100,85,5
82,383.47284194199665,12.035458234058083,147,139,5
83,214.39064822445994,-81.45304218949988,131,133,6
84,246.34085421773162,-157.1130390970302,145,89,1
85,221.24985335609392,-80.49842431224555,56,122,5
86,213.5080874065709,-184.15523009315038,56,74,4
87,287.28321804949377,-126.38796841910971,141,93,7
88,249.40572533405128,-122.22493829561618,61,70,7
89,254.0527862180322,13.789114829401257,60,52,6
90,194.3613615504696,-31.571069652046162,66,133,10
91,396.68687918584925,-181.95232222064382,58,98,7
92,412.8908338532898,-90.38703044428394,59,82,2
93,56.99925173177322,49.94362308615943,76,63,10
94,29.331039390968282,50.96397787784422,91,113,1
95,12.523955040950925,51.44052740786131,124,95,6
96,32.880433973273576,18.55233429910998,94,54,3
97,25.85592101167565,14.940233068215402,53,113,5
98,40.80619051218028,30.950312164812285,88,68,4
99,49.22447218569184,23.698496181930906,134,118,6
