,x,y,width,height,reward
0,-340.056820472378,-18.665041199487074,122,56,7
1,-225.1262444000004,-27.628217852128632,107,84,5
2,-394.7303191513785,-82.03094472019617,52,122,9
3,-414.20850107292404,8.583995037580653,58,103,4
4,-314.76394721619187,148.06005830156255,92,145,1
5,-338.85581959929294,132.93169041870325,143,88,10
6,-352.8511659938958,40.21250650229955,88,58,10
7,-258.5789885370135,-74.01538707100048,53,94,2
8,-169.37931272374033,-79.93642514989808,127,117,8
9,-385.326391802014,26.219178144279297,127,79,7
10,-199.53886382947056,-80.24488508983062,113,145,8
11,-328.74810137378086,50.339097518537585,141,76,8
12,-113.67189694509781,48.040359081146846,112,123,8
13,-183.07729919482733,59.00694791445147,74,124,5
14,-221.36159957463641,-33.17772514556147,141,140,7
15,351.9432385823154,-72.7569000048858,54,58,4
16,282.23468457899827,-76.87564494845454,116,74,1
17,334.87829829852217,-122.27162065866867,53,131,3
18,143.13215216789723,18.95582557716226,58,66,7
19,329.55826268077055,-64.73922191864585,59,95,10
20,256.6121823828811,-55.47382531086904,90,71,9
21,207.62298126540676,-79.36979385628132,108,110,6
22,186.26676344894162,-157.8817586287691,62,123,2
23,40.541932948685,31.117712252952398,131,75,10
24,69.86363107078297,43.565544287618614,81,62,5
