,x,y,width,height,reward
0,-453.8341756752087,32.45511623915826,50,122,7
1,-534.0689375862406,-94.35395266996923,149,122,5
2,-494.54278210804455,-152.15735006471425,120,108,10
3,-378.9077620863115,42.8333935422546,71,147,10
4,-445.45805300422825,41.96257897840076,107,119,6
5,-360.41227774531956,16.6367717426551,109,69,9
6,-323.17725200513996,-11.193912146011847,80,57,8
7,206.58071206287113,146.13488635454672,71,66,5
8,-41.77104791542874,154.52611288347367,114,54,6
9,-2.6281753585639933,45.81713801531578,94,146,7
10,130.58383773423796,159.15011952347052,130,68,7
11,141.3114959168405,76.36803131664018,98,122,7
12,53.84372399329361,71.56612284619659,60,125,2
13,95.99578658374664,110.69790033560977,141,68,6
14,219.8932031644519,150.34094547085886,110,93,2
15,393.3869840325462,133.11960547446535,76,66,3
16,513.1204003487073,20.445561984514512,120,59,5
17,494.722938709412,-48.59919458935743,51,108,10
18,513.6253507556987,-38.51808352003409,144,91,3
19,516.9816688655403,-68.9790241816364,83,135,4
20,458.2518193541556,53.39666466660413,104,102,8
21,468.51238819299044,12.659838236597901,117,114,7
22,534.9909206758433,13.435852312596424,115,99,10
23,34.38622336794418,17.026543603993673,66,112,4
24,12.877734028432439,59.30270121468476,93,63,4
