,x,y,width,height,reward
0,-130.3899956627016,-3.597890657390111,88,127,1
1,-72.91177606313775,39.76880637901185,120,121,10
2,-203.0709933845305,41.12794643444127,53,131,1
3,-44.584899658361124,16.38277238059004,137,69,3
4,-183.9776014916106,72.69110323055536,84,75,9
5,20.115386586028137,104.42748247811447,103,130,3
6,-113.18320794689252,126.79292041930753,71,114,5
7,-93.08051881843576,141.48013353664987,82,147,8
8,-14.234895858221435,-49.44732813033579,91,92,2
9,-131.38416745223884,151.39070038290586,68,102,2
10,-99.29765128994576,54.36246176120822,65,58,5
11,-171.57698884016014,-33.939069557654285,111,99,7
12,-243.9547908697984,52.41107133582884,66,53,2
13,-99.30833095703048,35.38575204811384,130,115,4
14,-196.6597733896177,82.5366987019309,81,126,7
15,236.80734722610583,-126.72889449251154,64,134,9
16,422.0296256832961,-7.414064815030308,134,105,3
17,335.3634337059298,10.99040426292871,85,55,5
18,375.7879989758752,-43.065088140708994,113,62,8
19,436.2548143935747,38.250869207246794,134,103,10
20,455.261124524798,-0.5777225220323903,143,72,5
21,437.50199618280146,-50.08331560507828,102,62,6
22,422.1455556397191,-22.559124511819043,91,118,1
23,34.43469715545773,13.84731456788902,74,61,3
24,18.06268473263755,69.90432081967988,72,78,8
