,x,y,width,height,reward
0,-222.0904317591935,-112.00250346955198,83,139,6
1,-369.6966461435487,-185.98216295165327,83,74,1
2,-280.9265471226569,-125.80526430090212,126,71,2
3,-383.2749090289028,-219.9090036084475,116,111,8
4,-349.63256771613686,-106.50240659834245,145,69,6
5,-304.26241335407224,-51.62098145689667,93,135,8
6,-207.12155000026883,-65.28244264989972,112,129,10
7,-201.8290050042295,28.873449457270986,119,116,5
8,-252.2561163596835,-109.90538660244152,127,93,9
9,-203.99455150720416,-62.92050079620772,89,125,6
10,-198.66550182425405,-52.200942845150166,76,106,10
11,-374.68400528863367,-88.05595869230096,137,93,7
12,-277.5917678890654,3.085211490365071,133,98,4
13,-204.78243368341677,20.347298490882427,98,147,4
14,-133.58431912748722,8.27155900845991,128,110,4
15,219.59196836728307,-186.43457741315285,57,125,4
16,241.61507110018593,-2.915603821740092,115,135,7
17,3.7719564371703314,85.06019026492561,133,63,5
18,128.025980062606,-69.2360298014294,110,114,9
19,203.7276971119785,-146.27536573357185,119,129,1
20,152.03156426379343,-92.5870639566364,68,51,3
21,197.72314284521053,-26.322840753524815,65,116,4
22,202.84066698089003,2.8076226236790376,110,119,5
23,60.21882086818651,64.75168962646367,77,125,7
24,23.576216257363047,22.22390831906838,132,147,5
