,x,y,width,height,reward
0,-445.17058964600045,-94.13984249186558,59,77,8
1,-360.27130342981184,40.25007008461127,133,72,6
2,-303.6373199488057,-3.048953371653141,116,142,8
3,-262.2260189660327,-108.06059362284373,96,72,2
4,-414.59443976359313,-41.65660115117325,97,123,1
5,-250.4597728384437,-70.5986108932459,106,103,10
6,-488.53854722371346,-174.0553474685173,122,76,8
7,-85.68156043629598,57.030415245003184,64,123,4
8,126.6402345289,87.63129743247802,106,113,4
9,-10.727326346594328,52.63155879124973,89,146,3
10,0.3430672687681442,78.50542444764848,82,108,3
11,-29.319089037132358,159.21518402708205,120,59,3
12,-21.074882979884165,85.16215406683021,108,99,9
13,-74.97110827450672,137.7943198075218,142,65,6
14,-115.65858560084716,197.66549897624844,89,128,2
15,459.4979850739182,-184.66065788541337,98,146,8
16,512.2611328728618,10.481831380838074,133,120,3
17,644.4363712372816,-219.48589353624877,50,55,6
18,438.980971333145,-188.74740663276356,94,74,3
19,373.71800470184036,-49.319683282757296,118,74,4
20,436.62185622342287,49.525155138697755,69,93,10
21,416.98372624473416,-155.3046244047519,114,67,8
22,445.3016533281107,-105.58870425484622,97,54,3
23,49.50604126793371,19.969117131872668,100,62,9
24,56.58011132457714,23.765110195759085,106,132,10
