,x,y,width,height,reward
0,-306.09697678106386,-65.075425079758,143,139,4
1,-300.3082496759481,-84.52617372694726,88,105,7
2,-199.73672462593868,-77.48941589950908,56,67,2
3,-193.02820581679381,-75.65451957885585,116,101,9
4,-166.59182935614913,54.27262462250502,76,68,5
5,-211.97369028656018,-9.048843767148846,63,101,1
6,-227.55153958519077,-15.075933049639213,143,108,2
7,-238.42091827195156,45.2743565344244,89,54,3
8,-292.698881014083,-60.67444052025994,145,106,8
9,-240.55137582584226,20.794194403474343,126,71,9
10,-243.09356869007632,122.69567495020357,61,51,1
11,-256.7141464134559,10.68597238466792,144,141,9
12,-230.8136921155045,14.455405064666323,57,109,1
13,-212.24281729961683,-42.027839470074305,80,73,2
14,-295.2631524278071,-8.540746794841038,104,141,9
15,81.62714454491996,221.8103612196611,62,97,7
16,70.73011702319938,169.54111842655934,141,62,7
17,8.841011960736324,194.62829756260774,99,93,4
18,212.9748555691197,112.0834514542857,117,111,9
19,140.98159089287995,201.84453015179758,78,126,4
20,14.98471048469159,75.79796658034353,145,138,7
21,41.24607423376752,62.56716782971036,66,90,7
22,174.3618381577885,134.22310529242156,116,80,1
23,124.07924594927789,120.86815502333991,140,52,1
24,74.20603659306005,132.13557139188276,61,61,9
25,73.50209713670513,89.03676628506238,83,120,5
26,196.97817441399383,194.95213099070463,135,57,10
27,68.06079989269817,70.87214780725189,67,61,1
28,94.63146811746996,145.7029035653145,95,122,1
29,148.44730104660724,182.11055258113223,53,138,5
30,164.41653651236567,160.7710530241897,139,73,3
31,349.89211766320193,-97.09222541709869,130,147,5
32,395.1199029867411,0.3031556103955495,142,113,3
33,281.9400765333535,-8.22404946763885,79,99,8
34,388.9079567515402,-100.90110561986737,110,57,6
35,310.73330003447626,-126.13762691053387,88,116,1
36,223.39548510813052,-55.69973168877611,124,143,8
37,367.37648169111753,-72.5676996925563,51,118,9
38,461.45035765722173,-11.452558515050569,54,118,2
39,387.757680184083,-121.204614632434,124,108,9
40,326.9693222235474,-136.52421281089318,147,58,2
41,424.6939732648831,-52.67978582603746,123,66,5
42,368.9624128853167,-242.99522591164003,96,142,4
43,253.87357039796967,-72.47333006334654,133,99,6
44,504.5847400826176,-17.44043360533299,119,147,9
45,395.58772945363114,-63.53890992013389,96,105,8
46,59.2498802657467,52.768414265561766,89,92,9
47,15.018972694684445,46.52200083851683,105,78,10
48,66.93530057653186,24.225079382173462,108,56,5
49,18.62226835669664,59.88545549990983,58,77,10
