,x,y,width,height,reward
0,-231.8327210657499,-70.53111712657702,110,87,3
1,-258.5029855838293,29.105965443816068,56,74,10
2,-256.40540032094066,48.83220410466849,132,81,10
3,-361.7308997027973,103.09850505982486,140,128,10
4,-353.8033515183224,-26.06995339972779,144,109,2
5,-326.89801222510926,-75.92698424256393,95,54,5
6,-345.07576189920024,110.79826581842144,90,143,7
7,-391.3758335048891,-58.36658204054817,104,137,7
8,-421.3374493140633,7.911197661692064,132,114,3
9,-350.7184769637403,144.2620539062341,68,71,9
10,-301.2729446961901,-76.65431852227852,148,50,1
11,-309.05061234909044,-9.20533524811308,116,144,2
12,-344.829971664364,-46.638606463387625,112,53,4
13,-399.6746480047037,69.54393264747081,93,102,2
14,-239.1690253431374,-10.487514799142208,138,95,6
15,92.8551728848039,83.95464454660478,81,127,8
16,132.30752417671323,69.25134169941694,148,117,10
17,11.292181171031928,1.5795852827516725,110,103,4
18,97.59006212690917,146.659828335591,58,135,8
19,-18.83887743915966,3.1370671797720746,77,96,4
20,82.31237857681492,3.489241064819602,57,78,6
21,45.06159501756649,34.00775947927947,89,87,8
22,70.07854129320167,31.92812769126005,99,51,9
23,72.42063328543337,93.5356167687884,78,104,8
24,233.74920661267262,82.38881181498427,146,56,3
25,196.03600945034623,22.44653017900245,129,83,4
26,121.67449325265665,166.6613753992812,71,75,10
27,168.7685040980581,-5.774972114416521,115,127,8
28,124.54805119537181,77.81416850856935,123,96,1
29,119.82217075526526,44.75436218500191,71,76,2
30,224.1719696357559,-10.46491272505957,97,87,9
31,224.774432089308,-122.0677213222778,110,149,6
32,196.4817951942193,-90.51662950791655,143,137,4
33,311.5637313084161,-68.24663988537179,133,56,5
34,232.61514425287032,-24.24923687332862,79,70,4
35,257.4037322692145,-19.518859820905362,50,86,7
36,121.47933456076068,-109.24735166567181,62,113,10
37,169.57135379308798,-105.5747954109277,141,99,4
38,150.2887733839201,-57.62272580716192,71,56,4
39,222.51798135486152,-94.92754801199024,59,68,9
40,157.75222965809286,-114.88950246703538,94,56,1
41,206.78849608916659,7.205477853470256,94,81,5
42,127.92172124601645,-70.8576978572606,140,83,5
43,68.89732616117576,-81.33971762082182,150,66,4
44,185.5233671337396,-173.75702275413073,123,56,8
45,151.395766728046,-116.46930679060412,87,56,7
46,52.55816885626482,38.44986949327814,99,142,8
47,19.05683469582712,24.939364115015373,72,89,10
48,41.06369459197179,45.24720005531202,81,145,1
49,23.188799506191298,22.9410108413916,118,51,3
