,x,y,width,height,reward
0,-376.4537223868632,-80.64060473430999,142,136,10
1,-195.13549039500137,-33.89126997217885,112,96,2
2,-358.1896825032471,-45.74690318724898,150,95,8
3,-438.5318440259973,17.370420766715572,122,132,8
4,-252.38598499049218,123.80127638161905,106,109,8
5,-353.32211043059453,-64.01964487139655,110,124,5
6,-344.17470857421364,40.68315396963586,62,86,5
7,-383.98775440763995,43.88923985419471,91,100,9
8,-312.09968646181983,101.5051533059805,143,129,6
9,-356.38353680582765,31.50294864397339,50,81,2
10,-270.8603859777833,113.5433517187439,138,86,7
11,-369.00480084480324,0.24364549668572089,118,59,5
12,-330.31757321967416,48.55636268148331,129,79,4
13,-318.60555710232177,53.60900633392895,143,135,8
14,-332.6267195605305,-56.18831643417144,119,125,7
15,-136.00333105983376,-97.08181471363956,138,74,6
16,-83.1432965482418,-78.1625951598608,112,68,9
17,-151.52834660325576,-65.48900573114574,78,54,10
18,-96.62158441596011,10.44355601553178,54,79,8
19,-126.25696753471601,-91.71550650150051,150,129,2
20,10.845887103012629,136.12864418022122,126,122,6
21,-65.24796327766555,-24.562375414440076,126,83,4
22,-80.21218456606556,88.04576597625069,143,85,1
23,-114.67820887763378,116.47973860342893,56,148,6
24,-107.09707930676102,-53.96081076210476,55,85,9
25,-31.040254411583433,62.31818980588494,93,121,5
26,-4.171952963909845,-56.94253023447775,128,100,5
27,-16.400136551040205,-41.372002615186275,113,142,9
28,-42.01994651816082,39.8448473989531,57,119,4
29,-174.1432768220407,15.094680228329633,66,63,9
30,-138.95686536491425,66.31970094283304,88,128,1
31,337.3873445658853,-40.44807366340871,79,101,1
32,290.62448830632087,63.79200311886923,113,124,10
33,288.4028874328681,-0.10811702450921246,83,70,8
34,248.02957290667274,-102.38138666835343,86,82,2
35,269.73430263309615,85.11519955315202,93,142,4
36,287.10018862613447,37.34078477623039,63,94,8
37,289.4377012455341,-94.75745843661947,130,68,2
38,315.69972164250646,-155.37620961931572,131,107,4
39,254.67469918618224,-78.62417210500368,86,81,7
40,345.9755343041954,11.985409983442665,86,118,10
41,254.37928564449854,-105.35483361918759,121,146,7
42,253.12647572427827,20.676287166414127,51,123,3
43,179.69553239799356,-187.6572239091151,72,147,5
44,294.2953080248011,19.66107617176111,146,105,7
45,370.9083499322279,-1.4286488538473634,119,70,1
46,68.04464206166884,27.466389404093352,67,95,10
47,25.09723739578947,61.29731945912398,63,134,8
48,54.81870175230779,20.43622131936384,129,65,8
49,12.096678835044685,39.455027604904885,67,71,7
