,x,y,width,height,reward
0,-301.86757106626624,-139.6584967187882,51,118,4
1,-350.5254718948365,6.8606451193274935,103,109,2
2,-424.93571892238833,1.3458074653909264,113,78,3
3,-417.08312978026566,-169.88529407612094,88,74,8
4,-334.1066013874048,31.555164126619005,139,130,7
5,-331.9089717977155,-120.40227548624122,140,71,9
6,-367.3044995645857,24.685434884395292,107,129,10
7,-374.71809780190404,17.29679364015162,96,118,2
8,-211.4643929916878,-69.62636020174142,112,96,4
9,-345.7610822307489,-134.0721191445794,129,89,1
10,-336.6415772828807,-62.51477903121598,146,69,9
11,-402.85467516661043,-34.75125554391883,90,122,8
12,-374.7366198914093,-88.28116016209485,102,133,2
13,-379.9877649303618,-129.45969483906288,75,61,3
14,-366.89155956565213,-126.67069774851471,52,127,5
15,47.194510534530764,139.77580745394167,143,56,8
16,84.04496154994749,73.15826446272277,107,65,5
17,181.0549856464276,51.88503804731985,82,111,3
18,69.03145697986182,146.67450915823827,136,64,7
19,-23.250513917365694,-58.33044653096472,76,123,2
20,-64.72289281364546,8.499062183590269,95,63,4
21,163.24283470254858,25.032131756098263,80,111,3
22,24.97247567238367,171.0688605666714,117,94,1
23,-46.14243470199102,144.9077997545459,102,92,2
24,48.65207712249116,101.90898667021949,136,84,3
25,51.67743350732521,101.69883158934607,140,103,5
26,113.96544829257424,-28.64780224549021,70,61,4
27,105.78774495701246,45.01494164984841,78,146,6
28,-26.535835728980715,55.08692735016761,51,69,3
29,-0.5726272142298541,71.34025210793759,116,109,3
30,42.744660916007355,122.09818436708743,135,78,8
31,255.71956197068067,-38.11964896093559,142,124,5
32,235.4866736462122,-16.141287160951904,129,87,1
33,272.53896125451564,-90.63296974754098,137,139,7
34,252.08941671929145,-74.54841860199731,91,53,3
35,225.2440504015616,-105.99041930851293,112,75,9
36,255.23479281780268,-47.18354850777005,78,144,4
37,304.8284218502803,-92.87883133753091,52,88,2
38,135.96351098508495,-107.10392939716189,79,143,6
39,94.0093299358619,-107.20694544720763,102,54,3
40,286.47672275103315,-81.18221188551472,94,124,4
41,243.2095367224607,-137.91954470324865,93,135,4
42,185.42025680433576,-9.671340170906063,136,82,3
43,173.60529228510094,-68.96271179205374,62,62,8
44,239.13490611394886,-140.25871741893855,114,85,1
45,208.841011157064,-117.41084626214307,58,86,8
46,13.250491360593442,40.53396445803192,134,79,4
47,62.60823022444608,14.27965877522071,95,78,8
48,38.51496039163871,15.387417641984575,91,56,5
49,22.76346692774299,65.07832240379975,74,51,4
