,x,y,width,height,reward
0,-264.55159452818367,-230.54090826182087,61,67,2
1,-351.8116792591954,-187.17281563728028,97,101,6
2,-179.01804363570955,-244.34675236896445,103,69,8
3,12.013352734552754,31.17026056381049,102,129,7
4,-61.89738827793955,46.885112170792326,53,83,4
5,-84.25753525061702,1.990681107758654,111,125,3
6,141.0391641801353,-274.547975135323,111,91,7
7,152.83434396988898,-175.67623971361775,138,87,10
8,49.34717106068203,-221.6872589205965,63,93,6
9,13.083174704800067,21.666349505935578,116,99,7
