,x,y,width,height,reward
0,-48.226354038313644,-293.1465971324288,105,128,10
1,-146.90420098320033,-303.1963173113628,72,75,4
2,-65.72921242959141,-177.0232353703837,146,52,6
3,-99.26007523873668,43.78418642708588,103,126,2
4,-216.00155783582383,36.70181599456738,63,103,10
5,-40.87830479978723,-22.50803595459404,150,117,10
6,393.63298813580104,-145.74900966707241,63,115,9
7,391.7443131706007,-231.97791421943248,86,115,1
8,491.2567362420457,-270.1416692758385,105,57,6
9,53.83026742137548,63.89188772454971,79,99,7
